epoch,lr-AdamW,step,test/hr@10,test/hr@100,test/hr@200,test/hr@50,test/mrr,test/ndcg@10,test/ndcg@100,test/ndcg@200,test/ndcg@50,train/loss_epoch,train/loss_step,val/hr@10,val/hr@100,val/hr@200,val/hr@50,val/mrr,val/ndcg@10,val/ndcg@100,val/ndcg@200,val/ndcg@50
,0.001,449,,,,,,,,,,,,,,,,,,,,
9,,449,,,,,,,,,,,2.5723884105682373,,,,,,,,,
9,,479,,,,,,,,,,,,0.24784769117832184,0.6261589527130127,0.7278145551681519,0.506291389465332,0.11961102485656738,0.13722291588783264,0.21358567476272583,0.2278376966714859,0.19410865008831024
9,,479,,,,,,,,,,2.5027077198028564,,,,,,,,,,
,0.001,499,,,,,,,,,,,,,,,,,,,,
10,,499,,,,,,,,,,,2.432051181793213,,,,,,,,,
10,,527,,,,,,,,,,,,0.25,0.6341059803962708,0.732947051525116,0.5153973698616028,0.11888759583234787,0.136903315782547,0.21467378735542297,0.22854189574718475,0.19539853930473328
10,,527,,,,,,,,,,2.477926254272461,,,,,,,,,,
,0.001,549,,,,,,,,,,,,,,,,,,,,
11,,549,,,,,,,,,,,2.538004159927368,,,,,,,,,
11,,575,,,,,,,,,,,,0.2511589527130127,0.6360927224159241,0.7341059446334839,0.5215231776237488,0.12140551954507828,0.13902297616004944,0.2172502726316452,0.2309921830892563,0.19859835505485535
11,,575,,,,,,,,,,2.45202374458313,,,,,,,,,,
,0.001,599,,,,,,,,,,,,,,,,,,,,
12,,599,,,,,,,,,,,2.37089204788208,,,,,,,,,
12,,623,,,,,,,,,,,,0.2592715322971344,0.6408940553665161,0.7400662302970886,0.5256622433662415,0.1238730251789093,0.14320747554302216,0.22033962607383728,0.2342296987771988,0.2015666663646698
12,,623,,,,,,,,,,2.432675361633301,,,,,,,,,,
,0.001,649,,,,,,,,,,,,,,,,,,,,
13,,649,,,,,,,,,,,2.4919819831848145,,,,,,,,,
13,,671,,,,,,,,,,,,0.255463570356369,0.6466887593269348,0.7402318120002747,0.5299668908119202,0.12416833639144897,0.14200565218925476,0.22148875892162323,0.2346094399690628,0.2025241255760193
13,,671,,,,,,,,,,2.4174320697784424,,,,,,,,,,
,0.001,699,,,,,,,,,,,,,,,,,,,,
14,,699,,,,,,,,,,,2.4068665504455566,,,,,,,,,
14,,719,,,,,,,,,,,,0.2653973698616028,0.6475165486335754,0.7447019815444946,0.5360926985740662,0.12695540487766266,0.14670932292938232,0.22453807294368744,0.23812155425548553,0.2063838392496109
14,,719,,,,,,,,,,2.4005370140075684,,,,,,,,,,
,0.001,749,,,,,,,,,,,,,,,,,,,,
15,,749,,,,,,,,,,,2.4054832458496094,,,,,,,,,
15,,767,,,,,,,,,,,,0.26523178815841675,0.6495033502578735,0.7445364594459534,0.5369205474853516,0.12760043144226074,0.14735059440135956,0.22525231540203094,0.23857727646827698,0.20688562095165253
15,,767,,,,,,,,,,2.3898468017578125,,,,,,,,,,
,0.001,799,,,,,,,,,,,,,,,,,,,,
16,,799,,,,,,,,,,,2.3965351581573486,,,,,,,,,
16,,815,,,,,,,,,,,,0.26788079738616943,0.6544702053070068,0.7445364594459534,0.5410596132278442,0.12825438380241394,0.1481473594903946,0.22687329351902008,0.2394913136959076,0.20842313766479492
16,,815,,,,,,,,,,2.3755991458892822,,,,,,,,,,
,0.001,849,,,,,,,,,,,,,,,,,,,,
17,,849,,,,,,,,,,,2.2631189823150635,,,,,,,,,
17,,863,,,,,,,,,,,,0.2693708539009094,0.6569536328315735,0.7503311634063721,0.5465232133865356,0.12917569279670715,0.1491420716047287,0.2282441258430481,0.24136005342006683,0.21026858687400818
17,,863,,,,,,,,,,2.3671340942382812,,,,,,,,,,
,0.001,899,,,,,,,,,,,,,,,,,,,,
18,,899,,,,,,,,,,,2.319547414779663,,,,,,,,,
18,,911,,,,,,,,,,,,0.27367550134658813,0.6581125855445862,0.7519867420196533,0.5466887354850769,0.13323889672756195,0.15341532230377197,0.23180709779262543,0.244965597987175,0.21364425122737885
18,,911,,,,,,,,,,2.3573648929595947,,,,,,,,,,
,0.001,949,,,,,,,,,,,,,,,,,,,,
19,,949,,,,,,,,,,,2.4248805046081543,,,,,,,,,
19,,959,,,,,,,,,,,,0.2723509967327118,0.6630795001983643,0.7529801726341248,0.5513244867324829,0.1330684870481491,0.15257368981838226,0.23257580399513245,0.2451595962047577,0.21439027786254883
19,,959,,,,,,,,,,2.347378730773926,,,,,,,,,,
,0.001,999,,,,,,,,,,,,,,,,,,,,
20,,999,,,,,,,,,,,2.300084352493286,,,,,,,,,
20,,1007,,,,,,,,,,,,0.27533113956451416,0.6629139184951782,0.7572847604751587,0.5544701814651489,0.1316148191690445,0.15236830711364746,0.23166562616825104,0.24487106502056122,0.21400196850299835
20,,1007,,,,,,,,,,2.339498996734619,,,,,,,,,,
,0.001,1049,,,,,,,,,,,,,,,,,,,,
21,,1049,,,,,,,,,,,2.4369499683380127,,,,,,,,,
21,,1055,,,,,,,,,,,,0.2769867479801178,0.6622516512870789,0.7543046474456787,0.5523179173469543,0.1327831745147705,0.15376806259155273,0.23261108994483948,0.24549658596515656,0.21475526690483093
21,,1055,,,,,,,,,,2.3297507762908936,,,,,,,,,,
,0.001,1099,,,,,,,,,,,,,,,,,,,,
22,,1099,,,,,,,,,,,2.4268059730529785,,,,,,,,,
22,,1103,,,,,,,,,,,,0.2743377387523651,0.6615894436836243,0.7552980184555054,0.5519867539405823,0.12871089577674866,0.1499529480934143,0.22895099222660065,0.2420649528503418,0.21108710765838623
22,,1103,,,,,,,,,,2.323154926300049,,,,,,,,,,
,0.001,1149,,,,,,,,,,,,,,,,,,,,
23,,1149,,,,,,,,,,,2.2361810207366943,,,,,,,,,
23,,1151,,,,,,,,,,,,0.2784768342971802,0.6584437489509583,0.7604304552078247,0.554635763168335,0.13685663044452667,0.1570524424314499,0.23529310524463654,0.24957425892353058,0.21840783953666687
23,,1151,,,,,,,,,,2.319251775741577,,,,,,,,,,
,0.001,1199,,,,,,,,,,,,,,,,,,,,
24,,1199,,,,,,,,,,,2.730952262878418,,,,,,,,,
24,,1199,,,,,,,,,,,,0.27715232968330383,0.6625828146934509,0.7581126093864441,0.5529801249504089,0.13302230834960938,0.15383288264274597,0.23282374441623688,0.24619650840759277,0.21493512392044067
24,,1199,,,,,,,,,,2.3090763092041016,,,,,,,,,,
25,,1247,,,,,,,,,,,,0.2850993573665619,0.6730132699012756,0.7614238262176514,0.562582790851593,0.13642671704292297,0.15836596488952637,0.23758071660995483,0.2499721497297287,0.21964794397354126
25,,1247,,,,,,,,,,2.304387331008911,,,,,,,,,,
,0.001,1249,,,,,,,,,,,,,,,,,,,,
26,,1249,,,,,,,,,,,2.23519229888916,,,,,,,,,
26,,1295,,,,,,,,,,,,0.28642383217811584,0.6680463552474976,0.7624172568321228,0.5605960488319397,0.13696786761283875,0.1591828316450119,0.23731011152267456,0.2505410611629486,0.2198331505060196
26,,1295,,,,,,,,,,2.297442674636841,,,,,,,,,,
,0.001,1299,,,,,,,,,,,,,,,,,,,,
27,,1299,,,,,,,,,,,2.111311912536621,,,,,,,,,
27,,1343,,,,,,,,,,,,0.28725165128707886,0.6690397262573242,0.7600993514060974,0.559271514415741,0.1366485208272934,0.1592230200767517,0.23734159767627716,0.2501292824745178,0.219448983669281
27,,1343,,,,,,,,,,2.2933647632598877,,,,,,,,,,
,0.001,1349,,,,,,,,,,,,,,,,,,,,
28,,1349,,,,,,,,,,,2.119990825653076,,,,,,,,,
28,,1391,,,,,,,,,,,,0.2824503481388092,0.6644039750099182,0.7607616186141968,0.558112621307373,0.13413219153881073,0.15612950921058655,0.23424755036830902,0.24776487052440643,0.21691356599330902
28,,1391,,,,,,,,,,2.289241075515747,,,,,,,,,,
,0.001,1399,,,,,,,,,,,,,,,,,,,,
29,,1399,,,,,,,,,,,2.2410600185394287,,,,,,,,,
29,,1439,,,,,,,,,,,,0.2903973460197449,0.6685430407524109,0.7605960369110107,0.564072847366333,0.13630785048007965,0.15974636375904083,0.23705962300300598,0.2499454766511917,0.22007785737514496
29,,1439,,,,,,,,,,2.283830165863037,,,,,,,,,,
,0.001,1449,,,,,,,,,,,,,,,,,,,,
30,,1449,,,,,,,,,,,2.350400447845459,,,,,,,,,
30,,1487,,,,,,,,,,,,0.2867549657821655,0.672019898891449,0.7604304552078247,0.5605960488319397,0.13704650104045868,0.1593857854604721,0.23795565962791443,0.25034257769584656,0.2198561578989029
30,,1487,,,,,,,,,,2.281080961227417,,,,,,,,,,
,0.001,1499,,,,,,,,,,,,,,,,,,,,
31,,1499,,,,,,,,,,,2.3061063289642334,,,,,,,,,
31,,1535,,,,,,,,,,,,0.28526490926742554,0.6698675751686096,0.764072835445404,0.5622516870498657,0.13766217231750488,0.15934473276138306,0.23826585710048676,0.2514875531196594,0.22075049579143524
31,,1535,,,,,,,,,,2.2756400108337402,,,,,,,,,,
,0.001,1549,,,,,,,,,,,,,,,,,,,,
32,,1549,,,,,,,,,,,2.2772622108459473,,,,,,,,,
32,,1583,,,,,,,,,,,,0.29188743233680725,0.6718543171882629,0.7627483606338501,0.567052960395813,0.13768751919269562,0.16118140518665314,0.23878295719623566,0.2515321969985962,0.22172154486179352
32,,1583,,,,,,,,,,2.2739219665527344,,,,,,,,,,
,0.001,1599,,,,,,,,,,,,,,,,,,,,
33,,1599,,,,,,,,,,,2.235180377960205,,,,,,,,,
33,,1631,,,,,,,,,,,,0.2885761559009552,0.6693708896636963,0.7615894079208374,0.563907265663147,0.13375957310199738,0.1571967750787735,0.23544110357761383,0.24837149679660797,0.21826976537704468
33,,1631,,,,,,,,,,2.267298460006714,,,,,,,,,,
,0.001,1649,,,,,,,,,,,,,,,,,,,,
34,,1649,,,,,,,,,,,2.27732253074646,,,,,,,,,
34,,1679,,,,,,,,,,,,0.2905629277229309,0.6711920499801636,0.7605960369110107,0.565728485584259,0.14155025780200958,0.16368098556995392,0.241677924990654,0.2542477548122406,0.2245105654001236
34,,1679,,,,,,,,,,2.26737117767334,,,,,,,,,,
,0.001,1699,,,,,,,,,,,,,,,,,,,,
35,,1699,,,,,,,,,,,2.3535878658294678,,,,,,,,,
35,,1727,,,,,,,,,,,,0.2842715382575989,0.6718543171882629,0.7670530080795288,0.5652318000793457,0.13846296072006226,0.15972065925598145,0.23920732736587524,0.2525680959224701,0.22189144790172577
35,,1727,,,,,,,,,,2.2629573345184326,,,,,,,,,,
,0.001,1749,,,,,,,,,,,,,,,,,,,,
36,,1749,,,,,,,,,,,2.212714433670044,,,,,,,,,
36,,1775,,,,,,,,,,,,0.2865894138813019,0.6743377447128296,0.7658940553665161,0.5683774948120117,0.13947650790214539,0.16104091703891754,0.24054861068725586,0.25334805250167847,0.22334349155426025
36,,1775,,,,,,,,,,2.2595860958099365,,,,,,,,,,
,0.001,1799,,,,,,,,,,,,,,,,,,,,
37,,1799,,,,,,,,,,,2.214508295059204,,,,,,,,,
37,,1823,,,,,,,,,,,,0.29420530796051025,0.6716887354850769,0.7645695209503174,0.567052960395813,0.14159654080867767,0.16467295587062836,0.24194562435150146,0.25495490431785583,0.2249527871608734
37,,1823,,,,,,,,,,2.256608724594116,,,,,,,,,,
,0.001,1849,,,,,,,,,,,,,,,,,,,,
38,,1849,,,,,,,,,,,2.2708287239074707,,,,,,,,,
38,,1871,,,,,,,,,,,,0.2889072895050049,0.6706953644752502,0.7615894079208374,0.5677152276039124,0.14014707505702972,0.1621159017086029,0.24053530395030975,0.2532464265823364,0.2237716019153595
38,,1871,,,,,,,,,,2.2570137977600098,,,,,,,,,,
,0.001,1899,,,,,,,,,,,,,,,,,,,,
39,,1899,,,,,,,,,,,2.2960474491119385,,,,,,,,,
39,,1919,,,,,,,,,,,,0.2831125855445862,0.6771523356437683,0.7677152156829834,0.5675497055053711,0.1394987404346466,0.15998731553554535,0.24084392189979553,0.2534726560115814,0.22303305566310883
39,,1919,,,,,,,,,,2.254742383956909,,,,,,,,,,
,0.001,1949,,,,,,,,,,,,,,,,,,,,
40,,1949,,,,,,,,,,,2.2972443103790283,,,,,,,,,
40,,1967,,,,,,,,,,,,0.28526490926742554,0.678311288356781,0.7647351026535034,0.567218542098999,0.13724467158317566,0.15897440910339355,0.23929336667060852,0.25143933296203613,0.22134371101856232
40,,1967,,,,,,,,,,2.2492141723632812,,,,,,,,,,
,0.001,1999,,,,,,,,,,,,,,,,,,,,
41,,1999,,,,,,,,,,,2.304394245147705,,,,,,,,,
41,,2015,,,,,,,,,,,,0.28956952691078186,0.676655650138855,0.7650662660598755,0.5653973817825317,0.13589689135551453,0.15908445417881012,0.23817147314548492,0.2505238652229309,0.2200886607170105
41,,2015,,,,,,,,,,2.246431589126587,,,,,,,,,,
,0.001,2049,,,,,,,,,,,,,,,,,,,,
42,,2049,,,,,,,,,,,2.181701421737671,,,,,,,,,
42,,2063,,,,,,,,,,,,0.2889072895050049,0.6743377447128296,0.7650662660598755,0.563907265663147,0.14174120128154755,0.1634109616279602,0.2422802746295929,0.2549888491630554,0.22434304654598236
42,,2063,,,,,,,,,,2.2438690662384033,,,,,,,,,,
,0.001,2099,,,,,,,,,,,,,,,,,,,,
43,,2099,,,,,,,,,,,2.410789728164673,,,,,,,,,
43,,2111,,,,,,,,,,,,0.29304635524749756,0.676655650138855,0.7655629515647888,0.565728485584259,0.13988716900348663,0.16307368874549866,0.2413918823003769,0.253841370344162,0.22336183488368988
43,,2111,,,,,,,,,,2.2423348426818848,,,,,,,,,,
,0.001,2149,,,,,,,,,,,,,,,,,,,,
44,,2149,,,,,,,,,,,2.168532609939575,,,,,,,,,
44,,2159,,,,,,,,,,,,0.2882450520992279,0.675165593624115,0.7670530080795288,0.5634105801582336,0.1377512812614441,0.16027279198169708,0.23933851718902588,0.2522311508655548,0.2211940437555313
44,,2159,,,,,,,,,,2.2430403232574463,,,,,,,,,,
,0.001,2199,,,,,,,,,,,,,,,,,,,,
45,,2199,,,,,,,,,,,2.3351025581359863,,,,,,,,,
45,,2207,,,,,,,,,,,,0.28841060400009155,0.6723510026931763,0.7652317881584167,0.5665562748908997,0.13999530673027039,0.16181935369968414,0.24093656241893768,0.2539730668067932,0.22370272874832153
45,,2207,,,,,,,,,,2.2397563457489014,,,,,,,,,,
,0.001,2249,,,,,,,,,,,,,,,,,,,,
46,,2249,,,,,,,,,,,2.1356332302093506,,,,,,,,,
46,,2255,,,,,,,,,,,,0.28807947039604187,0.676655650138855,0.7658940553665161,0.5678808093070984,0.1370096355676651,0.15935777127742767,0.23912592232227325,0.25164175033569336,0.22149866819381714
46,,2255,,,,,,,,,,2.2382240295410156,,,,,,,,,,
,0.001,2299,,,,,,,,,,,,,,,,,,,,
47,,2299,,,,,,,,,,,2.2675771713256836,,,,,,,,,
47,,2303,,,,,,,,,,,,0.29155629873275757,0.676655650138855,0.7668874263763428,0.5716887712478638,0.14213250577449799,0.16421250998973846,0.24331119656562805,0.25595635175704956,0.22628436982631683
47,,2303,,,,,,,,,,2.2364296913146973,,,,,,,,,,
,0.001,2349,,,,,,,,,,,,,,,,,,,,
48,,2349,,,,,,,,,,,2.1652536392211914,,,,,,,,,
48,,2351,,,,,,,,,,,,0.29072847962379456,0.6809602975845337,0.7673841118812561,0.5706954002380371,0.1418243646621704,0.16374829411506653,0.24374830722808838,0.2558151185512543,0.22584301233291626
48,,2351,,,,,,,,,,2.23412823677063,,,,,,,,,,
,0.001,2399,,,,,,,,,,,,,,,,,,,,
49,,2399,,,,,,,,,,,2.0527241230010986,,,,,,,,,
49,,2399,,,,,,,,,,,,0.29105961322784424,0.6754966974258423,0.7652317881584167,0.5708609223365784,0.14046314358711243,0.16292458772659302,0.24191361665725708,0.25450852513313293,0.2249280959367752
49,,2399,,,,,,,,,,2.2323241233825684,,,,,,,,,,
50,,2447,,,,,,,,,,,,0.2885761559009552,0.675000011920929,0.7642384171485901,0.571854293346405,0.14047211408615112,0.16225485503673553,0.24155645072460175,0.2540547251701355,0.22481879591941833
50,,2447,,,,,,,,,,2.2303221225738525,,,,,,,,,,
,0.001,2449,,,,,,,,,,,,,,,,,,,,
51,,2449,,,,,,,,,,,2.1419997215270996,,,,,,,,,
51,,2495,,,,,,,,,,,,0.29155629873275757,0.6753311157226562,0.7670530080795288,0.5662251710891724,0.1415276974439621,0.16396470367908478,0.24241256713867188,0.2552768290042877,0.2247382402420044
51,,2495,,,,,,,,,,2.2284655570983887,,,,,,,,,,
,0.001,2499,,,,,,,,,,,,,,,,,,,,
52,,2499,,,,,,,,,,,2.37766432762146,,,,,,,,,
52,,2543,,,,,,,,,,,,0.29271525144577026,0.6756622791290283,0.7697020173072815,0.5698675513267517,0.14094074070453644,0.16354577243328094,0.24224744737148285,0.2554110288619995,0.22503143548965454
52,,2543,,,,,,,,,,2.2273876667022705,,,,,,,,,,
,0.001,2549,,,,,,,,,,,,,,,,,,,,
53,,2549,,,,,,,,,,,2.3260552883148193,,,,,,,,,
53,,2591,,,,,,,,,,,,0.29254966974258423,0.6793046593666077,0.7693708539009094,0.5733444094657898,0.1409173458814621,0.16357769072055817,0.24275819957256317,0.25537604093551636,0.22557583451271057
53,,2591,,,,,,,,,,2.2264347076416016,,,,,,,,,,
,0.001,2599,,,,,,,,,,,,,,,,,,,,
54,,2599,,,,,,,,,,,2.1542551517486572,,,,,,,,,
54,,2639,,,,,,,,,,,,0.2940397262573242,0.676821231842041,0.7685430645942688,0.5675497055053711,0.14039058983325958,0.1637955605983734,0.24198774993419647,0.2548125386238098,0.22427207231521606
54,,2639,,,,,,,,,,2.225593090057373,,,,,,,,,,
,0.001,2649,,,,,,,,,,,,,,,,,,,,
55,,2649,,,,,,,,,,,2.1769347190856934,,,,,,,,,
55,,2687,,,,,,,,,,,,0.2903973460197449,0.676821231842041,0.7688741683959961,0.5766556262969971,0.14197731018066406,0.16375911235809326,0.24327558279037476,0.25618118047714233,0.22704407572746277
55,,2687,,,,,,,,,,2.2219884395599365,,,,,,,,,,
,0.001,2699,,,,,,,,,,,,,,,,,,,,
56,,2699,,,,,,,,,,,2.1304163932800293,,,,,,,,,
56,,2735,,,,,,,,,,,,0.2981788218021393,0.6776490211486816,0.7682119607925415,0.5751655697822571,0.14243291318416595,0.16626696288585663,0.2440320998430252,0.2567268908023834,0.22740496695041656
56,,2735,,,,,,,,,,2.220489978790283,,,,,,,,,,
,0.001,2749,,,,,,,,,,,,,,,,,,,,
57,,2749,,,,,,,,,,,2.1173343658447266,,,,,,,,,
57,,2783,,,,,,,,,,,,0.2960264980792999,0.6771523356437683,0.7665563225746155,0.568708598613739,0.13962283730506897,0.16355840861797333,0.24153244495391846,0.2540629506111145,0.2238825410604477
57,,2783,,,,,,,,,,2.2204747200012207,,,,,,,,,,
,0.001,2799,,,,,,,,,,,,,,,,,,,,
58,,2799,,,,,,,,,,,2.194561243057251,,,,,,,,,
58,,2831,,,,,,,,,,,,0.29486754536628723,0.6791390776634216,0.7706953883171082,0.5728476643562317,0.14097684621810913,0.16421452164649963,0.24315065145492554,0.2559642195701599,0.22585971653461456
58,,2831,,,,,,,,,,2.2206716537475586,,,,,,,,,,
,0.001,2849,,,,,,,,,,,,,,,,,,,,
59,,2849,,,,,,,,,,,2.2085540294647217,,,,,,,,,
59,,2879,,,,,,,,,,,,0.2961920499801636,0.6778146028518677,0.7637417316436768,0.5701987147331238,0.14253495633602142,0.16581113636493683,0.24396128952503204,0.2560174763202667,0.22647729516029358
59,,2879,,,,,,,,,,2.219390630722046,,,,,,,,,,
,0.001,2899,,,,,,,,,,,,,,,,,,,,
60,,2899,,,,,,,,,,,2.22689151763916,,,,,,,,,
60,,2927,,,,,,,,,,,,0.29453644156455994,0.6776490211486816,0.7675496935844421,0.5753311514854431,0.14123666286468506,0.16432222723960876,0.24286223948001862,0.25546541810035706,0.22626614570617676
60,,2927,,,,,,,,,,2.2159476280212402,,,,,,,,,,
,0.001,2949,,,,,,,,,,,,,,,,,,,,
61,,2949,,,,,,,,,,,2.172421932220459,,,,,,,,,
61,,2975,,,,,,,,,,,,0.2970198690891266,0.6776490211486816,0.7682119607925415,0.5741721987724304,0.13959918916225433,0.16378608345985413,0.2417883276939392,0.25448915362358093,0.22503744065761566
61,,2975,,,,,,,,,,2.2154664993286133,,,,,,,,,,
,0.001,2999,,,,,,,,,,,,,,,,,,,,
62,,2999,,,,,,,,,,,2.251788377761841,,,,,,,,,
62,,3023,,,,,,,,,,,,0.2963576316833496,0.6763244867324829,0.7665563225746155,0.5725165605545044,0.1401532143354416,0.16399548947811127,0.2419908195734024,0.2546565532684326,0.22510889172554016
62,,3023,,,,,,,,,,2.2134735584259033,,,,,,,,,,
,0.001,3049,,,,,,,,,,,,,,,,,,,,
63,,3049,,,,,,,,,,,2.1573562622070312,,,,,,,,,
63,,3071,,,,,,,,,,,,0.29536423087120056,0.6788079738616943,0.7672185301780701,0.5721854567527771,0.1422535628080368,0.1654333621263504,0.2439335584640503,0.25634005665779114,0.22665873169898987
63,,3071,,,,,,,,,,2.2151317596435547,,,,,,,,,,
,0.001,3099,,,,,,,,,,,,,,,,,,,,
64,,3099,,,,,,,,,,,2.1583404541015625,,,,,,,,,
64,,3119,,,,,,,,,,,,0.29768213629722595,0.6819536685943604,0.7677152156829834,0.5736755132675171,0.14223667979240417,0.16589315235614777,0.2445058673620224,0.2565176784992218,0.2269175797700882
64,,3119,,,,,,,,,,2.214059829711914,,,,,,,,,,
,0.001,3149,,,,,,,,,,,,,,,,,,,,
65,,3149,,,,,,,,,,,2.1155471801757812,,,,,,,,,
65,,3167,,,,,,,,,,,,0.2960264980792999,0.682947039604187,0.7670530080795288,0.5758278369903564,0.14178679883480072,0.16521017253398895,0.24407480657100677,0.25587335228919983,0.22669750452041626
65,,3167,,,,,,,,,,2.211148500442505,,,,,,,,,,
,0.001,3199,,,,,,,,,,,,,,,,,,,,
66,,3199,,,,,,,,,,,2.2024877071380615,,,,,,,,,
66,,3215,,,,,,,,,,,,0.2961920499801636,0.6786423921585083,0.7701987028121948,0.5693708658218384,0.1427093744277954,0.1659536063671112,0.2443142831325531,0.25713351368904114,0.22661897540092468
66,,3215,,,,,,,,,,2.2121739387512207,,,,,,,,,,
,0.001,3249,,,,,,,,,,,,,,,,,,,,
67,,3249,,,,,,,,,,,2.2911722660064697,,,,,,,,,
67,,3263,,,,,,,,,,,,0.29453644156455994,0.679801344871521,0.7685430645942688,0.5675497055053711,0.14136919379234314,0.16442060470581055,0.24339169263839722,0.2558317184448242,0.22515635192394257
67,,3263,,,,,,,,,,2.209704875946045,,,,,,,,,,
,0.001,3299,,,,,,,,,,,,,,,,,,,,
68,,3299,,,,,,,,,,,2.2192373275756836,,,,,,,,,
68,,3311,,,,,,,,,,,,0.2963576316833496,0.6793046593666077,0.7701987028121948,0.5726821422576904,0.14155057072639465,0.16508550941944122,0.24358603358268738,0.2563268542289734,0.22625352442264557
68,,3311,,,,,,,,,,2.2089293003082275,,,,,,,,,,
,0.001,3349,,,,,,,,,,,,,,,,,,,,
69,,3349,,,,,,,,,,,2.2465481758117676,,,,,,,,,
69,,3359,,,,,,,,,,,,0.29486754536628723,0.675165593624115,0.7677152156829834,0.5692052841186523,0.1418304741382599,0.1649182289838791,0.24314521253108978,0.25610068440437317,0.22594426572322845
69,,3359,,,,,,,,,,2.209510087966919,,,,,,,,,,
,0.001,3399,,,,,,,,,,,,,,,,,,,,
70,,3399,,,,,,,,,,,2.2408368587493896,,,,,,,,,
70,,3407,,,,,,,,,,,,0.2958609461784363,0.681291401386261,0.7728477120399475,0.5754966735839844,0.14423495531082153,0.16703839600086212,0.2460021674633026,0.2588212788105011,0.2288055717945099
70,,3407,,,,,,,,,,2.2073700428009033,,,,,,,,,,
,0.001,3449,,,,,,,,,,,,,,,,,,,,
71,,3449,,,,,,,,,,,2.1335761547088623,,,,,,,,,
71,,3455,,,,,,,,,,,,0.2958609461784363,0.676490068435669,0.7697020173072815,0.5700331330299377,0.14173847436904907,0.16514335572719574,0.24311397969722748,0.25619229674339294,0.22582557797431946
71,,3455,,,,,,,,,,2.205772638320923,,,,,,,,,,
,0.001,3499,,,,,,,,,,,,,,,,,,,,
