epoch,lr-AdamW,step,test/hr@10,test/hr@100,test/hr@200,test/hr@50,test/mrr,test/ndcg@10,test/ndcg@100,test/ndcg@200,test/ndcg@50,train/loss_epoch,train/loss_step,val/hr@10,val/hr@100,val/hr@200,val/hr@50,val/mrr,val/ndcg@10,val/ndcg@100,val/ndcg@200,val/ndcg@50
72,,3499,,,,,,,,,,,2.1669399738311768,,,,,,,,,
72,,3503,,,,,,,,,,,,0.2961920499801636,0.6832781434059143,0.7711920738220215,0.5701987147331238,0.14245164394378662,0.16552312672138214,0.24483133852481842,0.2571519613265991,0.22649447619915009
72,,3503,,,,,,,,,,2.2059504985809326,,,,,,,,,,
,0.001,3549,,,,,,,,,,,,,,,,,,,,
73,,3549,,,,,,,,,,,2.2695119380950928,,,,,,,,,
73,,3551,,,,,,,,,,,,0.2963576316833496,0.681291401386261,0.7685430645942688,0.5701987147331238,0.14216375350952148,0.165614515542984,0.2442227452993393,0.2564358115196228,0.22620785236358643
73,,3551,,,,,,,,,,2.2061848640441895,,,,,,,,,,
,0.001,3599,,,,,,,,,,,,,,,,,,,,
74,,3599,,,,,,,,,,,2.1842596530914307,,,,,,,,,
74,,3599,,,,,,,,,,,,0.29652318358421326,0.6784768104553223,0.7688741683959961,0.5685430765151978,0.1395774632692337,0.16363728046417236,0.24175144731998444,0.2543877959251404,0.2238662838935852
74,,3599,,,,,,,,,,2.203458070755005,,,,,,,,,,
75,,3647,,,,,,,,,,,,0.2966887354850769,0.681125819683075,0.7690397500991821,0.5733444094657898,0.14334537088871002,0.16649585962295532,0.24519169330596924,0.2574986517429352,0.22767944633960724
75,,3647,,,,,,,,,,2.2030868530273438,,,,,,,,,,
,0.001,3649,,,,,,,,,,,,,,,,,,,,
76,,3649,,,,,,,,,,,2.2903060913085938,,,,,,,,,
76,,3695,,,,,,,,,,,,0.29503312706947327,0.678145706653595,0.7670530080795288,0.5720198750495911,0.1418861448764801,0.16499687731266022,0.2435392439365387,0.2559998333454132,0.22628869116306305
76,,3695,,,,,,,,,,2.202266216278076,,,,,,,,,,
,0.001,3699,,,,,,,,,,,,,,,,,,,,
77,,3699,,,,,,,,,,,2.2770867347717285,,,,,,,,,
77,,3743,,,,,,,,,,,,0.29221853613853455,0.679635763168335,0.7682119607925415,0.5725165605545044,0.14308200776576996,0.16500942409038544,0.24474255740642548,0.25716614723205566,0.22734035551548004
77,,3743,,,,,,,,,,2.2009944915771484,,,,,,,,,,
,0.001,3749,,,,,,,,,,,,,,,,,,,,
78,,3749,,,,,,,,,,,2.265326499938965,,,,,,,,,
78,,3791,,,,,,,,,,,,0.2966887354850769,0.6822847723960876,0.7688741683959961,0.5731788277626038,0.14061950147151947,0.1644653081893921,0.24317921698093414,0.25531473755836487,0.2254694551229477
78,,3791,,,,,,,,,,2.202336311340332,,,,,,,,,,
,0.001,3799,,,,,,,,,,,,,,,,,,,,
79,,3799,,,,,,,,,,,2.2441108226776123,,,,,,,,,
79,,3839,,,,,,,,,,,,0.29420530796051025,0.6802980303764343,0.7693708539009094,0.5728476643562317,0.14079135656356812,0.16388104856014252,0.24308185279369354,0.25557491183280945,0.22562474012374878
79,,3839,,,,,,,,,,2.200106620788574,,,,,,,,,,
,0.001,3849,,,,,,,,,,,,,,,,,,,,
80,,3849,,,,,,,,,,,2.275975465774536,,,,,,,,,
80,,3887,,,,,,,,,,,,0.2961920499801636,0.6786423921585083,0.7705298066139221,0.5723509788513184,0.14019112288951874,0.16392681002616882,0.24237409234046936,0.2552451193332672,0.2250874936580658
80,,3887,,,,,,,,,,2.200190544128418,,,,,,,,,,
,0.001,3899,,,,,,,,,,,,,,,,,,,,
81,,3899,,,,,,,,,,,2.1591551303863525,,,,,,,,,
81,,3935,,,,,,,,,,,,0.2947019934654236,0.679801344871521,0.7685430645942688,0.5730132460594177,0.1420539915561676,0.16504967212677002,0.24398069083690643,0.25638169050216675,0.22661985456943512
81,,3935,,,,,,,,,,2.19899845123291,,,,,,,,,,
,0.0001,3949,,,,,,,,,,,,,,,,,,,,
82,,3949,,,,,,,,,,,2.120966911315918,,,,,,,,,
82,,3983,,,,,,,,,,,,0.3004966974258423,0.6849337816238403,0.7697020173072815,0.5779801607131958,0.1454533040523529,0.1691550314426422,0.24773313105106354,0.2595894932746887,0.23039530217647552
82,,3983,,,,,,,,,,2.1770966053009033,,,,,,,,,,
,0.0001,3999,,,,,,,,,,,,,,,,,,,,
83,,3999,,,,,,,,,,,2.078756093978882,,,,,,,,,
83,,4031,,,,,,,,,,,,0.30082783102989197,0.684437096118927,0.7697020173072815,0.5773178935050964,0.14522016048431396,0.16899532079696655,0.24751581251621246,0.25945472717285156,0.23010645806789398
83,,4031,,,,,,,,,,2.169822931289673,,,,,,,,,,
,0.0001,4049,,,,,,,,,,,,,,,,,,,,
84,,4049,,,,,,,,,,,2.161994218826294,,,,,,,,,
84,,4079,,,,,,,,,,,,0.2975165545940399,0.6854304671287537,0.7711920738220215,0.5799669027328491,0.14568883180618286,0.1683122217655182,0.24807651340961456,0.26007506251335144,0.23095622658729553
84,,4079,,,,,,,,,,2.1695055961608887,,,,,,,,,,
,0.0001,4099,,,,,,,,,,,,,,,,,,,,
85,,4099,,,,,,,,,,,2.1745429039001465,,,,,,,,,
85,,4127,,,,,,,,,,,,0.2986755073070526,0.684271514415741,0.7701987028121948,0.5771523118019104,0.14648275077342987,0.16928698122501373,0.24846771359443665,0.26049724221229553,0.2310691773891449
85,,4127,,,,,,,,,,2.167958974838257,,,,,,,,,,
,0.0001,4149,,,,,,,,,,,,,,,,,,,,
86,,4149,,,,,,,,,,,2.2748165130615234,,,,,,,,,
86,,4175,,,,,,,,,,,,0.2998344302177429,0.6849337816238403,0.7718543410301208,0.5799669027328491,0.1458454430103302,0.1691133677959442,0.24815459549427032,0.26031190156936646,0.23110230267047882
86,,4175,,,,,,,,,,2.166649341583252,,,,,,,,,,
,0.0001,4199,,,,,,,,,,,,,,,,,,,,
87,,4199,,,,,,,,,,,2.2764229774475098,,,,,,,,,
87,,4223,,,,,,,,,,,,0.2993377447128296,0.6857616305351257,0.7718543410301208,0.5784768462181091,0.1458406150341034,0.16895516216754913,0.24832065403461456,0.260357141494751,0.23089858889579773
87,,4223,,,,,,,,,,2.1660103797912598,,,,,,,,,,
,0.0001,4249,,,,,,,,,,,,,,,,,,,,
88,,4249,,,,,,,,,,,2.238555908203125,,,,,,,,,
88,,4271,,,,,,,,,,,,0.30082783102989197,0.686092734336853,0.7706953883171082,0.5784768462181091,0.1450650840997696,0.16886034607887268,0.24768725037574768,0.25951719284057617,0.23023411631584167
88,,4271,,,,,,,,,,2.16631817817688,,,,,,,,,,
,0.0001,4299,,,,,,,,,,,,,,,,,,,,
89,,4299,,,,,,,,,,,2.0634257793426514,,,,,,,,,
89,,4319,,,,,,,,,,,,0.29917219281196594,0.686092734336853,0.7710264921188354,0.5791390538215637,0.14635324478149414,0.1693153977394104,0.24872347712516785,0.2606085240840912,0.23137608170509338
89,,4319,,,,,,,,,,2.1651883125305176,,,,,,,,,,
,0.0001,4349,,,,,,,,,,,,,,,,,,,,
90,,4349,,,,,,,,,,,2.2031688690185547,,,,,,,,,
90,,4367,,,,,,,,,,,,0.29735100269317627,0.6849337816238403,0.7711920738220215,0.5796357989311218,0.1450483798980713,0.16780394315719604,0.24754895269870758,0.25962668657302856,0.23044288158416748
90,,4367,,,,,,,,,,2.165105104446411,,,,,,,,,,
,0.0001,4399,,,,,,,,,,,,,,,,,,,,
91,,4399,,,,,,,,,,,2.1741321086883545,,,,,,,,,
91,,4415,,,,,,,,,,,,0.29718542098999023,0.6847681999206543,0.7723510265350342,0.5807946920394897,0.14537999033927917,0.16794240474700928,0.24780946969985962,0.26006054878234863,0.23095060884952545
91,,4415,,,,,,,,,,2.164881944656372,,,,,,,,,,
,0.0001,4449,,,,,,,,,,,,,,,,,,,,
92,,4449,,,,,,,,,,,2.2531678676605225,,,,,,,,,
92,,4463,,,,,,,,,,,,0.29884105920791626,0.684602677822113,0.7713576555252075,0.5786423683166504,0.14540009200572968,0.1684263050556183,0.24777112901210785,0.25992223620414734,0.2305631786584854
92,,4463,,,,,,,,,,2.1635191440582275,,,,,,,,,,
,0.0001,4499,,,,,,,,,,,,,,,,,,,,
93,,4499,,,,,,,,,,,2.1369881629943848,,,,,,,,,
93,,4511,,,,,,,,,,,,0.2970198690891266,0.6849337816238403,0.7721854448318481,0.5778145790100098,0.14621636271476746,0.16851000487804413,0.24841523170471191,0.26061832904815674,0.23101675510406494
93,,4511,,,,,,,,,,2.1644985675811768,,,,,,,,,,
,0.0001,4549,,,,,,,,,,,,,,,,,,,,
94,,4549,,,,,,,,,,,2.0880093574523926,,,,,,,,,
94,,4559,,,,,,,,,,,,0.2966887354850769,0.6857616305351257,0.7725165486335754,0.5776489973068237,0.14596211910247803,0.16825427114963531,0.2483590692281723,0.26048544049263,0.23080384731292725
94,,4559,,,,,,,,,,2.164227247238159,,,,,,,,,,
,0.0001,4599,,,,,,,,,,,,,,,,,,,,
95,,4599,,,,,,,,,,,2.2182443141937256,,,,,,,,,
95,,4607,,,,,,,,,,,,0.2966887354850769,0.6847681999206543,0.7721854448318481,0.5771523118019104,0.14556486904621124,0.1679850071668625,0.24791096150875092,0.26015228033065796,0.230409637093544
95,,4607,,,,,,,,,,2.1626176834106445,,,,,,,,,,
,0.0001,4649,,,,,,,,,,,,,,,,,,,,
96,,4649,,,,,,,,,,,2.1932451725006104,,,,,,,,,
96,,4655,,,,,,,,,,,,0.29735100269317627,0.6864238381385803,0.7733443975448608,0.5784768462181091,0.1456005573272705,0.168158158659935,0.248189315199852,0.2603231966495514,0.23068013787269592
96,,4655,,,,,,,,,,2.163938283920288,,,,,,,,,,
,0.0001,4699,,,,,,,,,,,,,,,,,,,,
97,,4699,,,,,,,,,,,2.161328077316284,,,,,,,,,
97,,4703,,,,,,,,,,,,0.2975165545940399,0.685927152633667,0.7713576555252075,0.5794702172279358,0.1468726545572281,0.1691601276397705,0.24911156296730042,0.2610696852207184,0.23185960948467255
97,,4703,,,,,,,,,,2.163907051086426,,,,,,,,,,
,0.0001,4749,,,,,,,,,,,,,,,,,,,,
98,,4749,,,,,,,,,,,2.2382240295410156,,,,,,,,,
98,,4751,,,,,,,,,,,,0.29834437370300293,0.6869205236434937,0.7733443975448608,0.5778145790100098,0.1460687518119812,0.16876786947250366,0.24863813817501068,0.26071682572364807,0.23092445731163025
98,,4751,,,,,,,,,,2.1633150577545166,,,,,,,,,,
,0.0001,4799,,,,,,,,,,,,,,,,,,,,
99,,4799,,,,,,,,,,,2.26188063621521,,,,,,,,,
99,,4799,,,,,,,,,,,,0.2970198690891266,0.6855960488319397,0.7721854448318481,0.5783112645149231,0.1456688791513443,0.16813835501670837,0.24815496802330017,0.2602670192718506,0.23071706295013428
99,,4799,,,,,,,,,,2.1630170345306396,,,,,,,,,,
100,,4847,,,,,,,,,,,,0.29917219281196594,0.6869205236434937,0.7718543410301208,0.5793046355247498,0.1449250727891922,0.16816923022270203,0.2478082776069641,0.2596818804740906,0.23034538328647614
100,,4847,,,,,,,,,,2.1650238037109375,,,,,,,,,,
,0.0001,4849,,,,,,,,,,,,,,,,,,,,
101,,4849,,,,,,,,,,,2.275446891784668,,,,,,,,,
101,,4895,,,,,,,,,,,,0.3009933829307556,0.684602677822113,0.7725165486335754,0.5793046355247498,0.1459963619709015,0.16949990391731262,0.24833257496356964,0.26064443588256836,0.23121730983257294
101,,4895,,,,,,,,,,2.163703680038452,,,,,,,,,,
,0.0001,4899,,,,,,,,,,,,,,,,,,,,
102,,4899,,,,,,,,,,,2.1805896759033203,,,,,,,,,
102,,4943,,,,,,,,,,,,0.30033114552497864,0.6855960488319397,0.7728477120399475,0.5799669027328491,0.1459577977657318,0.16930963099002838,0.2484491467475891,0.2606515884399414,0.23131535947322845
102,,4943,,,,,,,,,,2.161709785461426,,,,,,,,,,
,0.0001,4949,,,,,,,,,,,,,,,,,,,,
103,,4949,,,,,,,,,,,2.2057695388793945,,,,,,,,,
103,,4991,,,,,,,,,,,,0.29917219281196594,0.6850993633270264,0.7705298066139221,0.5774834752082825,0.14628687500953674,0.1693357676267624,0.24844619631767273,0.2604092061519623,0.23097121715545654
103,,4991,,,,,,,,,,2.161604166030884,,,,,,,,,,
,0.0001,4999,,,,,,,,,,,,,,,,,,,,
104,,4999,,,,,,,,,,,2.1561179161071777,,,,,,,,,
104,,5039,,,,,,,,,,,,0.29884105920791626,0.6870861053466797,0.7713576555252075,0.5776489973068237,0.14648929238319397,0.16929744184017181,0.24904374778270721,0.2608172595500946,0.23127567768096924
104,,5039,,,,,,,,,,2.1635894775390625,,,,,,,,,,
,0.0001,5049,,,,,,,,,,,,,,,,,,,,
105,,5049,,,,,,,,,,,2.167527198791504,,,,,,,,,
105,,5087,,,,,,,,,,,,0.2996688783168793,0.6869205236434937,0.7713576555252075,0.5776489973068237,0.14543099701404572,0.16872070729732513,0.24816979467868805,0.2599760890007019,0.23043318092823029
105,,5087,,,,,,,,,,2.16292405128479,,,,,,,,,,
,0.0001,5099,,,,,,,,,,,,,,,,,,,,
106,,5099,,,,,,,,,,,2.174098014831543,,,,,,,,,
106,,5135,,,,,,,,,,,,0.29884105920791626,0.6855960488319397,0.7716887593269348,0.5789735317230225,0.14579522609710693,0.16868989169597626,0.24822723865509033,0.26026999950408936,0.2309180349111557
106,,5135,,,,,,,,,,2.1616976261138916,,,,,,,,,,
,0.0001,5149,,,,,,,,,,,,,,,,,,,,
107,,5149,,,,,,,,,,,2.212376832962036,,,,,,,,,
107,,5183,,,,,,,,,,,,0.29685431718826294,0.6864238381385803,0.7720198631286621,0.5756622552871704,0.14507992565631866,0.16758772730827332,0.24781674146652222,0.2597864270210266,0.2298281490802765
107,,5183,,,,,,,,,,2.1611785888671875,,,,,,,,,,
,0.0001,5199,,,,,,,,,,,,,,,,,,,,
108,,5199,,,,,,,,,,,2.128242254257202,,,,,,,,,
108,,5231,,,,,,,,,,,,0.29768213629722595,0.6854304671287537,0.7710264921188354,0.5769867897033691,0.14560768008232117,0.1682494729757309,0.2481045126914978,0.26009413599967957,0.23047158122062683
108,,5231,,,,,,,,,,2.1612443923950195,,,,,,,,,,
,1e-05,5249,,,,,,,,,,,,,,,,,,,,
109,,5249,,,,,,,,,,,2.1385724544525146,,,,,,,,,
109,,5279,,,,,,,,,,,,0.29685431718826294,0.685927152633667,0.7703642249107361,0.5778145790100098,0.1458137035369873,0.16818758845329285,0.24831432104110718,0.26014700531959534,0.23075440526008606
109,,5279,,,,,,,,,,2.157991886138916,,,,,,,,,,
,1e-05,5299,,,,,,,,,,,,,,,,,,,,
110,,5299,,,,,,,,,,,2.105147361755371,,,,,,,,,
110,,5327,,,,,,,,,,,,0.29685431718826294,0.6865894198417664,0.7706953883171082,0.5773178935050964,0.14600135385990143,0.16831888258457184,0.2485729157924652,0.2603532373905182,0.23082248866558075
110,,5327,,,,,,,,,,2.1587750911712646,,,,,,,,,,
,1e-05,5349,,,,,,,,,,,,,,,,,,,,
111,,5349,,,,,,,,,,,2.0140933990478516,,,,,,,,,
111,,5375,,,,,,,,,,,,0.29768213629722595,0.686092734336853,0.7710264921188354,0.5774834752082825,0.14653219282627106,0.16895745694637299,0.24892070889472961,0.2608185410499573,0.23127883672714233
111,,5375,,,,,,,,,,2.157778263092041,,,,,,,,,,
,1e-05,5399,,,,,,,,,,,,,,,,,,,,
112,,5399,,,,,,,,,,,2.230776071548462,,,,,,,,,
112,,5423,,,,,,,,,,,,0.29735100269317627,0.6857616305351257,0.7713576555252075,0.5774834752082825,0.14678584039211273,0.16906702518463135,0.24907471239566803,0.2610635757446289,0.2314867079257965
112,,5423,,,,,,,,,,2.158535957336426,,,,,,,,,,
,1e-05,5449,,,,,,,,,,,,,,,,,,,,
113,,5449,,,,,,,,,,,2.2018914222717285,,,,,,,,,
113,,5471,,,,,,,,,,,,0.29768213629722595,0.6864238381385803,0.7711920738220215,0.5771523118019104,0.14609716832637787,0.16862446069717407,0.2486647516489029,0.260531485080719,0.23091761767864227
113,,5471,,,,,,,,,,2.1573193073272705,,,,,,,,,,
,1e-05,5499,,,,,,,,,,,,,,,,,,,,
114,,5499,,,,,,,,,,,2.1143181324005127,,,,,,,,,
114,,5519,,,,,,,,,,,,0.29768213629722595,0.685927152633667,0.7715231776237488,0.5766556262969971,0.1461794078350067,0.1686730831861496,0.24864280223846436,0.260629266500473,0.23088042438030243
114,,5519,,,,,,,,,,2.1588754653930664,,,,,,,,,,
,1e-05,5549,,,,,,,,,,,,,,,,,,,,
115,,5549,,,,,,,,,,,2.185864210128784,,,,,,,,,
115,,5567,,,,,,,,,,,,0.29917219281196594,0.685927152633667,0.7716887593269348,0.5768212080001831,0.14573034644126892,0.1687559336423874,0.24831523001194,0.2603226900100708,0.23058411478996277
115,,5567,,,,,,,,,,2.1571686267852783,,,,,,,,,,
,1e-05,5599,,,,,,,,,,,,,,,,,,,,
116,,5599,,,,,,,,,,,2.006173849105835,,,,,,,,,
116,,5615,,,,,,,,,,,,0.2986755073070526,0.6854304671287537,0.7711920738220215,0.5764901041984558,0.1459713727235794,0.16881240904331207,0.24842265248298645,0.26044103503227234,0.23070630431175232
116,,5615,,,,,,,,,,2.1582911014556885,,,,,,,,,,
,1e-05,5649,,,,,,,,,,,,,,,,,,,,
117,,5649,,,,,,,,,,,2.2544422149658203,,,,,,,,,
117,,5663,,,,,,,,,,,,0.2990066409111023,0.686092734336853,0.7715231776237488,0.5769867897033691,0.14620836079120636,0.1691034734249115,0.24869106709957123,0.26065075397491455,0.23096245527267456
117,,5663,,,,,,,,,,2.1589558124542236,,,,,,,,,,
118,,5664,0.2975165545940399,0.685927152633667,0.7713576555252075,0.5794702172279358,0.1468726545572281,0.1691601276397705,0.24911156296730042,0.2610696852207184,0.23185960948467255,,,,,,,,,,,
